,lat,lon,radiative_,sat,acqdate,acqtime,sensor,state,district
727,30.73535,74.60533,2.1,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
728,30.73327,74.67527,4.1,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
729,30.70921,74.65091,11.4,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
730,30.67911,74.6319,14.0,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
731,30.41378,74.36982,8.1,npp,2023-10-31,13:M3:15,VF375,PB,MUKTSAR
732,30.87833,74.70257,5.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
733,30.86561,74.63845,11.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
734,30.86385,74.62631,3.0,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
735,30.86717,74.62566,3.5,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
736,31.00348,74.70358,10.0,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
737,30.78241,74.60027,4.5,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
738,30.70153,74.5985,4.1,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
739,30.70094,74.59447,2.2,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
740,30.74842,74.57789,16.3,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
741,30.67845,74.55747,2.9,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
742,30.67142,74.34822,3.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
743,30.81199,74.34229,14.6,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
744,30.78181,74.36438,26.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
745,30.78121,74.36037,26.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
746,30.86879,74.38065,4.2,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
747,30.81413,74.33369,12.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
748,30.52439,75.29985,3.1,npp,2023-10-31,13:M3:15,VF375,PB,MOGA
749,30.53341,75.31503,6.8,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
750,31.09709,74.81577,5.2,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
751,30.79829,74.4066,4.4,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
752,30.49255,75.07491,4.0,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
753,31.01664,75.11657,8.6,npp,2023-10-31,13:M3:15,VF375,PB,MOGA
754,31.01784,75.11685,25.7,npp,2023-10-31,13:M3:15,VF375,PB,MOGA
755,30.60709,75.37312,9.8,npp,2023-10-31,13:M3:15,VF375,PB,MOGA
756,30.74018,74.76954,11.3,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
757,30.75705,74.68411,3.9,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
758,30.49637,74.81593,7.3,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
759,30.7069,75.11053,4.1,npp,2023-10-31,13:M3:15,VF375,PB,MOGA
760,31.0538,74.74393,16.3,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
761,31.13043,74.73801,2.7,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
762,30.82923,74.82841,4.4,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
763,30.86114,74.82944,2.0,npp,2023-10-31,02:M3:58,VF375,PB,FIROZPUR
764,30.80366,75.13844,2.2,npp,2023-10-31,13:M3:15,VF375,PB,MOGA
765,30.81216,75.02012,1.9,npp,2023-10-31,13:M3:15,VF375,PB,MOGA
766,30.79125,74.66083,4.2,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
767,30.79066,74.65678,4.2,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
768,30.8488,74.61679,7.2,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
769,30.84939,74.62083,19.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
770,30.79282,74.78955,2.3,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
771,30.77752,74.82589,4.7,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
772,30.76071,74.80412,75.5,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
773,30.75254,74.85467,2.9,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
774,31.6955,75.25748,3.7,npp,2023-10-31,13:M3:15,VF375,PB,GURDASPUR
775,31.13238,74.70413,4.8,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
776,31.13532,74.72449,4.5,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
777,31.18491,74.58127,7.7,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
778,31.17064,74.67185,3.3,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
779,31.04818,75.25972,2.4,npp,2023-10-31,13:M3:15,VF375,PB,JALANDHAR
780,31.01177,75.02505,17.3,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
781,31.00989,74.98746,3.4,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
782,31.02283,75.00606,11.8,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
783,31.07889,75.13488,3.2,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
784,31.60524,75.30864,4.6,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
785,31.03254,75.32608,8.2,npp,2023-10-31,13:M3:15,VF375,PB,JALANDHAR
786,31.03313,75.33024,8.2,npp,2023-10-31,13:M3:15,VF375,PB,JALANDHAR
787,31.11121,75.41467,13.5,npp,2023-10-31,13:M3:15,VF375,PB,JALANDHAR
788,31.64544,75.15015,5.3,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
789,31.55339,75.16696,4.5,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
790,31.55676,75.16632,4.5,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
791,31.02097,75.36672,3.6,npp,2023-10-31,13:M3:15,VF375,PB,JALANDHAR
792,30.9238,75.37144,3.6,npp,2023-10-31,13:M3:15,VF375,PB,MOGA
793,30.91985,75.36791,3.6,npp,2023-10-31,13:M3:15,VF375,PB,MOGA
794,31.79012,75.05997,2.8,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
795,31.55461,75.37365,3.4,npp,2023-10-31,13:M3:15,VF375,PB,KAPURTHALA
796,31.55181,75.37852,3.6,npp,2023-10-31,13:M3:15,VF375,PB,KAPURTHALA
797,31.98955,75.22103,1.4,npp,2023-10-31,13:M3:15,VF375,PB,GURDASPUR
799,31.7193,75.17958,2.3,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
800,31.9914,75.15994,3.7,npp,2023-10-31,13:M3:15,VF375,PB,GURDASPUR
801,31.21244,74.97455,10.2,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
802,31.21381,74.97468,3.9,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
803,31.21323,74.97057,3.9,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
804,31.00301,74.86689,15.3,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
805,31.00634,74.86624,15.3,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
806,31.8301,75.29853,3.3,npp,2023-10-31,13:M3:15,VF375,PB,GURDASPUR
807,30.74175,74.8985,3.9,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
808,30.78569,74.88277,5.9,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
809,31.19866,74.99834,3.6,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
810,31.20083,74.98946,5.9,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
811,31.19454,74.96954,2.2,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
812,31.19789,74.9689,2.2,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
813,31.79366,75.29086,2.4,npp,2023-10-31,13:M3:15,VF375,PB,GURDASPUR
814,31.76327,75.29661,4.6,npp,2023-10-31,13:M3:15,VF375,PB,GURDASPUR
815,31.8275,75.03131,4.9,npp,2023-10-31,13:M3:15,VF375,PB,GURDASPUR
816,31.79888,75.02395,3.1,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
817,31.50894,75.14543,4.0,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
818,31.63191,75.35124,6.6,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
819,31.1996,74.68293,2.3,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
820,31.20782,74.66875,11.7,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
821,31.20449,74.6694,11.7,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
822,31.20841,74.67283,11.7,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
823,31.20508,74.67348,11.7,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
824,31.19118,74.67202,1.7,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
825,31.73626,75.10319,2.2,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
826,31.53689,75.22163,2.5,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
827,31.51888,75.21645,2.2,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
828,31.51713,75.2039,1.8,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
829,31.00693,74.87033,15.3,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
830,31.01284,74.83982,1.9,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
831,31.02851,74.85357,3.9,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
832,30.7391,75.4389,2.7,npp,2023-10-31,13:M3:15,VF375,PB,LUDHIANA
833,30.77694,75.48734,1.9,npp,2023-10-31,13:M3:15,VF375,PB,LUDHIANA
834,30.73297,75.45206,3.9,npp,2023-10-31,13:M3:15,VF375,PB,LUDHIANA
835,31.91609,75.06637,2.7,npp,2023-10-31,13:M3:15,VF375,PB,GURDASPUR
836,31.42458,74.99477,2.2,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
837,31.43601,75.01852,1.7,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
838,31.89933,75.19482,1.4,npp,2023-10-31,13:M3:15,VF375,PB,GURDASPUR
839,31.95608,75.17967,3.8,npp,2023-10-31,13:M3:15,VF375,PB,GURDASPUR
840,31.41848,74.79736,11.0,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
841,31.42024,74.80969,5.4,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
842,31.41064,74.79045,2.0,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
843,31.33108,74.58296,42.5,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
844,31.17704,74.72893,3.1,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
845,31.17883,74.7289,5.9,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
846,31.16372,74.73152,2.0,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
847,31.46517,74.86014,8.8,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
848,31.4351,74.86597,6.7,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
849,31.47716,74.75219,7.9,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
850,31.48991,74.74548,3.1,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
851,31.48932,74.74139,3.1,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
852,31.29665,74.58137,15.1,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
853,31.29998,74.58071,6.5,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
854,30.9048,74.43977,1.8,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
855,30.87685,74.41216,1.7,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
856,31.31638,74.55238,4.1,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
857,31.26364,74.69975,5.5,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
858,31.26305,74.69566,3.3,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
859,31.35447,74.79256,2.2,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
860,31.36487,74.76948,3.6,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
862,30.52287,76.48442,4.5,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
863,30.76905,76.41328,7.5,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
864,30.32162,75.74731,2.2,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
865,30.32606,75.72935,6.3,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
866,30.09155,74.45635,2.8,npp,2023-10-31,13:M3:15,VF375,PB,MUKTSAR
868,30.325,75.74668,3.2,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
869,30.66271,74.4737,3.6,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
870,31.30582,74.55027,2.5,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
871,31.29858,74.54752,2.3,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
872,31.34442,74.86623,27.0,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
873,30.67739,74.50389,3.7,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
874,30.68876,74.53475,4.2,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
875,30.6639,74.48173,3.6,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
876,30.68497,74.48585,3.2,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
877,30.74786,74.3423,4.9,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
878,30.78792,74.3137,5.5,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
879,30.70431,74.30143,3.8,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
880,30.71483,74.30346,2.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
881,31.86543,75.00685,3.2,npp,2023-10-31,13:M3:15,VF375,PB,GURDASPUR
882,30.69888,74.31076,3.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
883,30.24571,75.47634,3.4,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
884,30.18936,74.45392,1.3,npp,2023-10-31,13:M3:15,VF375,PB,MUKTSAR
885,30.16871,74.22441,4.3,npp,2023-10-31,13:M3:15,VF375,PB,FAZILKA
886,30.84549,74.43079,3.4,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
887,30.76611,74.51226,1.4,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
888,30.76694,74.4252,10.8,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
889,30.31303,75.58672,5.7,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
890,30.67973,74.40427,5.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
891,30.23334,75.63547,2.5,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
892,31.37327,74.70893,7.1,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
893,31.37053,74.71367,2.9,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
894,30.33807,75.76573,7.9,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
895,31.31859,74.75745,1.6,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
896,31.27072,74.89188,4.9,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
897,31.26738,74.89252,2.9,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
898,30.72587,74.35492,5.0,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
899,30.82123,74.38181,8.9,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
900,31.32187,74.8284,1.8,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
901,31.32562,74.80659,8.2,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
902,31.31936,74.78675,9.3,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
903,31.32269,74.7861,2.6,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
905,30.79531,74.38651,3.5,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
906,30.79591,74.39053,6.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
907,30.30255,75.78511,4.3,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
908,31.29213,74.92153,2.1,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
909,31.3112,74.93477,2.6,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
910,31.28819,74.91806,4.5,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
911,30.89815,74.91185,6.2,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
912,30.43608,74.93503,2.1,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
913,30.49602,75.00323,2.9,npp,2023-10-31,13:M3:15,VF375,PB,MOGA
914,30.74898,74.75951,84.5,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
915,30.74187,74.99471,1.3,npp,2023-10-31,13:M3:15,VF375,PB,MOGA
916,30.92854,74.49349,2.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
917,30.35529,74.9921,9.8,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
918,30.35471,74.98806,9.8,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
919,30.35138,74.98869,9.8,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
920,30.35196,74.99274,9.8,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
921,30.86484,74.68021,4.9,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
922,30.22681,74.755,2.4,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
923,30.75174,74.57724,3.1,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
924,30.39774,74.85934,5.7,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
925,30.91529,74.81642,4.2,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
926,30.32998,74.97109,3.6,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
927,30.86783,74.85855,1.9,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
928,30.91816,74.90799,3.9,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
929,30.9215,74.90735,5.6,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
930,30.86155,74.90997,10.4,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
931,30.87612,74.56989,4.3,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
932,30.9533,74.84254,5.9,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
933,30.9537,74.82153,3.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
934,30.81433,74.70206,9.0,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
935,30.78225,74.78744,5.9,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
936,30.79615,74.78891,8.3,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
937,30.56232,75.01142,2.5,npp,2023-10-31,13:M3:15,VF375,PB,MOGA
938,30.73767,74.55099,19.9,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
939,30.99566,74.69676,2.7,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
940,30.76266,74.55852,13.1,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
941,30.61854,74.54441,10.2,npp,2023-10-31,13:M3:15,VF375,PB,MUKTSAR
942,30.67573,74.56214,5.3,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
943,30.68071,74.50324,2.2,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
944,30.7128,74.55901,2.1,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
945,30.7367,74.56776,7.0,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
946,30.70898,74.62607,7.9,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
947,30.53864,74.82436,8.2,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
948,30.99158,74.90688,6.6,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
949,30.98766,74.90344,6.6,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
950,30.9432,74.98717,1.3,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
951,30.95856,74.95058,30.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
952,30.68235,74.91413,4.4,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
953,30.65504,74.81934,3.9,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
954,30.65154,74.79504,1.7,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
955,30.68221,74.60643,5.5,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
956,30.68184,74.62723,14.0,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
957,30.6828,74.61046,6.9,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
958,30.67344,74.61643,3.7,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
959,30.94154,74.76118,5.3,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
960,30.90948,74.94323,3.7,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
961,30.94701,74.89404,9.0,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
962,30.89121,74.79183,2.0,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
963,30.89264,74.9213,31.6,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
964,30.22584,74.70159,4.3,npp,2023-10-31,13:M3:15,VF375,PB,MUKTSAR
965,30.71689,74.84486,3.1,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
966,30.73268,74.67123,2.6,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
967,30.72257,74.78961,3.7,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
968,30.421,74.92545,1.9,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
969,30.12227,74.89857,20.6,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
970,31.21308,74.94524,6.5,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
971,31.21127,74.55103,2.4,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
972,31.22182,74.55312,2.5,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
973,31.15668,74.75385,2.5,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
974,31.20417,74.98882,4.1,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
975,31.244,74.89705,4.1,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
976,31.1271,74.73866,2.7,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
977,30.26924,76.384,11.4,npp,2023-10-31,13:M3:15,VF375,PB,PATIALA
978,30.25049,75.93622,4.1,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
979,30.24709,75.93684,33.2,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
980,31.16708,74.80218,2.2,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
981,31.17903,74.76627,4.0,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
982,30.21023,76.43327,4.0,npp,2023-10-31,13:M3:15,VF375,PB,PATIALA
983,31.7967,74.71742,4.2,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
984,31.89468,74.79213,4.8,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
985,30.16325,76.01165,3.9,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
986,30.0345,76.13841,3.6,npp,2023-10-31,13:M3:15,VF375,PB,PATIALA
987,30.14041,75.97253,2.5,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
988,30.02825,76.14389,2.5,npp,2023-10-31,13:M3:15,VF375,PB,PATIALA
989,30.01795,76.11965,2.4,npp,2023-10-31,13:M3:15,VF375,PB,PATIALA
990,30.02767,76.13964,2.5,npp,2023-10-31,13:M3:15,VF375,PB,PATIALA
991,30.04466,75.93339,2.6,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
992,30.05135,75.93268,9.1,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
993,30.05145,75.93215,5.5,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
994,30.04301,75.94658,1.8,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
995,30.09469,76.24552,7.4,npp,2023-10-31,13:M3:15,VF375,PB,PATIALA
996,30.24617,76.5849,4.2,npp,2023-10-31,13:M3:15,VF375,PB,PATIALA
997,30.23999,76.5757,2.1,npp,2023-10-31,13:M3:15,VF375,PB,PATIALA
998,30.03593,75.87061,6.5,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
999,30.05048,76.15296,8.3,npp,2023-10-31,13:M3:15,VF375,PB,PATIALA
1000,31.92793,74.83256,5.0,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
1001,30.34146,75.76511,8.4,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
1002,30.21522,75.60866,5.4,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
1003,30.20927,75.21852,4.8,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
1004,30.19242,75.19664,1.7,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
1005,30.4553,74.01667,4.5,npp,2023-10-31,13:M3:15,VF375,PB,FAZILKA
1006,30.88444,74.51015,2.4,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
1007,31.05734,74.76836,6.9,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
1008,31.05439,74.89056,3.8,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
1009,31.01717,74.68004,5.4,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
1010,30.47966,75.65593,4.3,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
1011,30.48353,75.63381,2.9,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
1012,30.48304,75.6553,4.3,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
1013,31.55431,75.22262,5.6,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
1015,31.68654,75.26784,6.2,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
1016,31.68609,75.26739,4.7,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
1017,31.54976,75.21488,4.1,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
1018,30.16929,76.36505,2.3,npp,2023-10-31,13:M3:15,VF375,PB,PATIALA
1020,30.23875,76.53997,3.1,npp,2023-10-31,13:M3:15,VF375,PB,PATIALA
1021,31.23818,74.78448,2.4,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
1022,31.24405,74.8254,3.2,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
1023,31.21853,74.83877,9.3,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
1024,31.20564,74.60644,1.5,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
