,lat,lon,radiative_,sat,acqdate,acqtime,sensor,state,district
344,31.74368,75.15739,8.0,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
345,31.73951,75.15797,4.3,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
346,31.58209,75.24877,4.8,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
347,31.58263,75.24934,4.4,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
348,31.24061,74.98736,8.0,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
349,31.2352,74.97524,2.7,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
350,31.62733,75.18932,2.0,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
351,31.24792,74.66618,5.8,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
352,31.23357,74.68478,7.1,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
353,31.234,74.68885,7.1,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
354,31.0068,74.86932,2.8,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
355,30.78543,74.95045,2.8,npp,2023-10-30,13:M3:11,VF375,PB,MOGA
356,31.19789,74.96584,4.2,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
357,31.53155,75.21095,5.6,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
358,31.54589,75.22684,8.2,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
359,31.507,75.21882,2.0,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
360,31.0104,74.86462,2.8,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
361,31.00677,74.86983,5.9,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
362,30.70868,75.42195,7.8,npp,2023-10-30,13:M3:11,VF375,PB,LUDHIANA
363,30.73705,75.48956,4.7,npp,2023-10-30,13:M3:11,VF375,PB,LUDHIANA
364,31.07129,74.85645,5.3,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
365,31.68723,75.31635,2.2,npp,2023-10-30,13:M3:11,VF375,PB,GURDASPUR
366,31.51343,75.24028,2.0,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
367,31.14992,74.71198,8.0,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
368,31.58441,75.2671,2.9,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
369,31.58397,75.2665,3.3,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
370,31.66994,75.19237,9.7,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
371,31.27697,74.70753,12.3,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
372,31.27741,74.71163,16.5,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
373,31.37569,74.59833,3.7,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
374,31.42111,74.82564,5.9,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
375,31.27293,74.70811,7.6,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
376,31.3431,74.56098,3.6,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
377,31.37007,74.81175,3.9,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
378,30.80589,74.49711,4.3,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
379,30.5056,76.48239,6.9,npp,2023-10-30,13:M3:11,VF375,PB,FATEHGARH SAHIB
380,30.73862,76.47474,7.0,npp,2023-10-30,13:M3:11,VF375,PB,FATEHGARH SAHIB
381,30.74286,76.45645,2.9,npp,2023-10-30,13:M3:11,VF375,PB,FATEHGARH SAHIB
382,30.25906,75.69349,11.4,npp,2023-10-30,13:M3:11,VF375,PB,BARNALA
383,30.6763,74.47629,19.4,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
384,31.6083,75.20985,4.9,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
385,30.65616,74.40254,7.8,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
386,30.67062,74.38865,9.6,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
387,31.77237,75.14894,1.8,npp,2023-10-30,13:M3:11,VF375,PB,GURDASPUR
388,30.1774,74.19421,5.5,npp,2023-10-30,13:M3:11,VF375,PB,FAZILKA
389,30.77341,74.53178,8.2,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
390,31.27215,74.93148,5.2,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
391,31.27944,74.92191,3.6,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
392,31.34121,74.65698,2.2,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
393,31.36753,74.71136,1.4,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
394,31.26949,74.90626,4.2,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
395,31.25592,74.89542,10.0,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
396,30.79744,74.42107,7.3,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
397,31.28397,74.92552,3.7,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
398,31.50671,74.70436,6.7,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
399,31.51254,74.68262,3.4,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
400,31.5085,74.6832,3.6,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
401,30.89499,74.89772,5.2,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
402,30.73459,74.86161,5.2,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
403,30.43692,74.95619,6.0,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
404,30.79344,74.83303,2.5,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
405,30.77592,75.01501,3.1,npp,2023-10-30,13:M3:11,VF375,PB,MOGA
406,30.50213,74.72656,15.9,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
407,30.47249,74.98024,2.3,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
408,30.92981,74.84262,3.7,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
409,30.73074,74.75095,1.5,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
410,30.86805,74.56987,9.5,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
411,30.87808,74.5503,5.5,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
412,30.79335,74.71673,5.3,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
413,30.58544,74.69463,6.3,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
414,30.7458,74.49997,9.5,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
415,30.74769,74.51759,6.9,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
416,30.74554,74.51968,7.0,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
417,30.96438,74.63479,14.3,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
418,30.98461,74.70647,15.3,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
419,30.98014,74.70301,15.3,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
420,30.61553,74.59973,5.0,npp,2023-10-30,13:M3:11,VF375,PB,MUKTSAR
421,30.80518,74.52711,4.1,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
422,30.96886,74.93782,4.3,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
423,30.98366,74.58937,10.0,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
424,30.98731,74.73077,5.1,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
425,30.93228,74.75105,3.2,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
426,30.93631,74.75046,17.4,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
427,30.79335,74.49297,74.5,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
428,30.78929,74.52944,9.0,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
429,30.75373,74.49881,12.3,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
430,30.87553,74.72228,2.4,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
431,30.45222,74.94571,2.0,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
432,30.44733,74.71842,6.4,npp,2023-10-30,13:M3:11,VF375,PB,MUKTSAR
433,31.24104,74.99159,8.0,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
434,31.23129,74.93728,2.3,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
435,30.05408,74.95108,4.3,npp,2023-10-30,13:M3:11,VF375,PB,BATHINDA
436,30.05378,74.95114,4.1,npp,2023-10-30,13:M3:11,VF375,PB,BATHINDA
437,30.32929,76.26792,2.5,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
438,30.11647,75.8381,10.1,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
439,30.22479,76.42744,5.1,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
440,30.19324,76.01488,4.8,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
441,30.05566,76.03049,6.6,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
442,30.03993,76.04667,8.2,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
443,30.17265,76.00238,12.4,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
444,30.17038,76.00379,5.5,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
445,30.16552,76.01741,5.0,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
446,30.16315,76.01888,4.7,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
447,30.04859,76.13062,2.6,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
448,30.15835,75.9259,8.5,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
449,30.14449,75.98266,8.7,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
450,30.1302,75.9705,2.9,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
451,30.19497,76.07619,11.9,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
452,30.19544,76.08089,38.5,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
453,30.07776,75.83868,6.0,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
454,30.26408,76.32832,10.4,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
455,30.29553,75.75682,13.3,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
456,30.36431,75.76798,3.2,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
457,31.98239,74.95719,3.6,npp,2023-10-30,13:M3:11,VF375,PB,GURDASPUR
458,31.18934,74.81044,5.9,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
459,31.197,74.80513,6.1,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
460,30.74025,74.50854,5.4,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
461,30.73497,74.53319,18.5,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
462,30.74684,74.49566,11.2,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
463,30.74976,74.4994,9.5,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
464,30.7541,74.48865,6.3,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
465,30.76,74.46994,4.6,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
466,30.76067,74.47578,4.6,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
467,30.75343,74.48279,6.3,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
468,30.75246,74.48707,8.6,npp,2023-10-30,13:M3:11,VF375,PB,FARIDKOT
469,31.05296,74.76306,31.0,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
470,31.04577,74.7724,3.6,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
471,30.21401,75.79388,3.5,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
472,31.00457,74.88643,4.5,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
473,31.00772,74.87759,2.0,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
474,31.03609,74.68294,1.3,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
475,31.67089,75.28229,3.6,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
476,30.4313,75.74982,6.3,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
477,31.55051,75.27109,3.4,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
478,30.06032,75.83644,22.5,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
479,31.21061,74.9299,27.8,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
480,31.24339,74.85485,6.4,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
481,31.18826,74.60392,3.2,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
482,31.05778,74.84579,4.1,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
483,31.11,74.83863,2.0,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
484,31.00419,74.65171,6.1,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
485,31.00018,74.6523,6.1,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
486,31.15213,74.92552,1.4,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
487,31.18521,74.92498,3.6,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
488,30.24044,76.18031,4.5,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
489,31.06348,74.93769,2.9,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
490,31.05512,74.82104,4.1,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
491,31.04252,74.81866,8.2,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
492,31.03891,74.82336,36.0,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
493,31.01806,74.74323,4.6,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
494,31.20107,74.84235,2.0,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
495,31.03421,75.01426,4.5,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
496,31.23128,74.70167,4.7,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
497,31.22409,74.71101,6.9,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
498,30.0364,75.84764,6.0,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
499,30.09957,76.05437,7.7,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
500,31.21466,74.89109,2.5,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
501,31.22433,74.63661,3.2,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
502,31.2355,74.62674,3.1,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
503,31.19536,74.63261,6.2,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
504,31.19449,74.6344,6.1,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
505,31.24704,74.65804,4.5,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
506,31.24748,74.66211,4.5,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
507,31.24837,74.59516,5.0,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
508,30.2064,76.10325,4.9,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
509,30.2458,76.06002,11.7,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
510,31.21889,74.66213,6.7,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
511,31.21487,74.66272,6.7,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
512,31.18793,74.6487,2.2,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
513,31.22476,74.64067,3.2,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
514,31.75101,75.22823,3.0,npp,2023-10-30,13:M3:11,VF375,PB,GURDASPUR
515,31.75147,75.23268,3.0,npp,2023-10-30,13:M3:11,VF375,PB,GURDASPUR
516,30.10403,75.96931,3.6,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
517,30.1174,75.84715,12.2,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
518,30.19696,76.0522,6.1,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
519,30.20127,76.05164,3.9,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
520,31.28646,74.60809,16.1,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
521,31.44287,74.8401,15.0,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
522,31.44244,74.83591,20.2,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
523,31.28996,74.67664,2.0,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
524,31.33161,74.72073,2.4,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
525,31.31256,74.99871,11.4,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
526,30.93462,74.69728,6.8,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
527,30.88995,74.81504,2.0,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
528,31.56787,74.93832,1.8,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
529,31.28145,74.71106,16.5,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
530,31.30214,74.90163,2.6,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
531,31.38323,74.74258,4.0,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
532,31.38772,74.74612,3.6,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
533,31.38368,74.74671,27.3,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
534,31.44971,74.82638,5.2,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
535,31.45378,74.8258,5.3,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
536,31.35461,74.98038,5.5,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
537,31.35915,74.98405,5.5,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
538,31.35871,74.97979,5.5,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
539,31.57034,74.88197,2.4,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
540,30.27911,75.89277,2.8,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
541,31.60051,74.62403,2.9,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
542,31.27967,74.62038,8.0,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
543,30.30491,76.02074,9.6,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
544,31.33073,74.83007,13.4,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
545,30.08284,75.8886,6.1,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
547,31.97538,74.87125,2.9,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
548,31.42847,74.96996,4.8,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
549,29.95417,76.16091,4.6,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
550,29.86689,75.81942,3.0,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
551,29.96284,76.10395,4.1,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
552,29.74605,75.8923,5.6,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
553,29.7456,75.8878,5.5,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
554,29.73859,75.98965,4.7,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
555,29.74121,75.9295,5.7,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
556,29.9492,75.83644,3.5,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
557,31.65137,74.97863,2.8,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
558,29.99821,75.81165,5.3,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
559,29.9738,75.78311,4.0,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
560,29.98834,76.05345,1.8,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
561,29.83077,75.79931,9.5,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
562,29.83124,75.80376,9.5,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
563,30.01517,75.85046,5.4,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
564,31.79568,75.1196,2.0,npp,2023-10-30,13:M3:11,VF375,PB,GURDASPUR
565,31.39131,74.77921,3.4,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
566,31.61789,74.5593,2.3,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
567,31.77772,74.90219,2.6,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
568,31.78183,74.90161,2.9,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
569,31.78549,74.89674,2.9,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
570,31.79524,74.99134,2.0,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
572,31.83565,74.93752,2.2,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
573,31.56435,74.90432,1.8,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
574,31.59824,74.71647,3.2,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
575,30.13067,76.0173,6.9,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
576,31.77856,74.59566,6.8,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
578,29.89979,75.84685,39.6,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
579,29.89415,75.83393,9.3,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
580,29.89838,75.83337,9.3,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
581,29.97341,75.94811,1.9,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
582,29.99049,75.94585,6.2,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
583,31.69525,74.77612,1.7,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
585,31.51347,74.72855,2.5,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
586,31.51392,74.73269,2.5,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
587,31.57178,74.66154,8.0,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
588,29.91573,76.17068,3.8,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
589,30.78838,74.34,4.2,npp,2023-10-30,13:M3:11,VF375,PB,FIROZPUR
590,31.27709,74.56033,8.3,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
591,31.28794,75.00217,7.9,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
592,31.26531,74.94526,3.9,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
593,31.26033,74.93742,12.5,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
594,31.26443,74.93684,12.5,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
595,31.25889,74.9633,4.6,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
596,31.26564,74.98811,2.2,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
597,31.26974,74.98753,2.2,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
599,29.92623,75.89362,5.6,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
600,31.65279,74.76519,4.4,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
601,30.17926,75.91847,5.1,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
602,31.50354,74.82719,3.8,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
603,30.16234,75.87901,4.1,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
604,30.01469,75.84595,8.8,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
605,31.98527,75.01041,1.7,npp,2023-10-30,13:M3:11,VF375,PB,GURDASPUR
606,31.98425,74.97455,2.9,npp,2023-10-30,13:M3:11,VF375,PB,GURDASPUR
607,31.97692,74.98438,1.9,npp,2023-10-30,13:M3:11,VF375,PB,GURDASPUR
608,31.59773,74.78841,13.9,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
609,30.32273,75.93832,9.1,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
610,30.32655,75.93313,9.1,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
611,29.99865,75.85724,11.1,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
612,30.06678,76.09505,1.6,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
613,30.73347,76.45255,6.9,npp,2023-10-30,13:M3:11,VF375,PB,FATEHGARH SAHIB
614,30.35499,76.53381,3.3,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
615,30.40135,76.68708,5.4,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
618,30.27511,76.57711,2.8,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
619,30.49428,76.36818,9.0,npp,2023-10-30,13:M3:11,VF375,PB,FATEHGARH SAHIB
620,31.71741,74.67559,3.4,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
621,31.54613,74.80853,4.4,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
622,31.52799,74.82371,4.3,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
623,31.50129,74.8063,5.1,npp,2023-10-30,13:M3:11,VF375,PB,TARN TARAN
624,31.5742,74.80026,3.0,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
625,30.4063,76.41645,5.9,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
626,30.0456,75.86136,2.5,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
627,30.0541,75.86021,2.8,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
628,31.81532,74.70819,2.2,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
629,31.50396,74.60487,2.6,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
631,30.09817,76.0404,3.7,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
632,31.8637,74.86049,5.4,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
633,31.86483,74.85957,5.8,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
634,31.85848,74.80948,3.5,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
635,31.8593,74.80864,4.1,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
636,30.66765,76.32975,5.0,npp,2023-10-30,13:M3:11,VF375,PB,FATEHGARH SAHIB
637,30.695,76.42691,3.0,npp,2023-10-30,13:M3:11,VF375,PB,FATEHGARH SAHIB
640,31.96175,74.9601,2.8,npp,2023-10-30,13:M3:11,VF375,PB,AMRITSAR
641,30.3866,76.22144,4.2,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
642,30.20202,76.37576,7.9,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
643,30.15412,76.33598,6.6,npp,2023-10-30,13:M3:11,VF375,PB,PATIALA
644,29.84089,75.85929,9.0,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
645,29.8375,75.86189,4.3,npp,2023-10-30,13:M3:11,VF375,PB,SANGRUR
