lat,lon,brightness,scanpixel_,trackpixel,detection_,radiative_,sat,acqdate,acqtime,orbitno,sensor,state,district,village_na,coverage_f,id,cropmask,mailsent,mailsent_t,geometry
31.098,75.798,326.3,1.6,1.2,75.0,15.3,mod,2026-06-02,15:07:59,028111,A,PB,,,,4408739,1.0,1,2026-06-02,POINT (75.79799652099609 31.09799957275391)
27.642,81.636,322.9,1.0,1.0,60.0,6.9,mod,2026-06-02,15:07:59,028111,A,UP,,,,4408745,,1,2026-06-02,POINT (81.63600158691406 27.64200019836426)
28.255,80.148,334.4,1.1,1.0,85.0,23.8,mod,2026-06-02,15:07:59,028111,A,UP,,,,4408738,,1,2026-06-02,POINT (80.14800262451172 28.2549991607666)
25.952,84.258,322.8,1.1,1.0,56.0,9.2,mod,2026-06-02,15:07:59,028111,A,UP,,,,4408742,,1,2026-06-02,POINT (84.25800323486328 25.95199966430664)
28.163,80.216,335.1,1.1,1.0,86.0,26.5,mod,2026-06-02,15:07:59,028111,A,UP,,,,4408737,,1,2026-06-02,POINT (80.21600341796875 28.16300010681152)
27.242,81.445,328.8,1.0,1.0,66.0,10.4,mod,2026-06-02,15:07:59,028111,A,UP,,,,4408744,,1,2026-06-02,POINT (81.44499969482422 27.24200057983398)
