lat,lon,brightness,scanpixel_,trackpixel,detection_,radiative_,sat,acqdate,acqtime,orbitno,sensor,state,district,village_na,coverage_f,id,cropmask,mailsent,mailsent_t,geometry
31.88402,74.61371,305.6,0.5,0.7,8.0,1.0,npp,2024-05-18,03:15:06,065056,VF375,PB,,,,3545644,,1,2024-05-18,POINT (74.61370849609375 31.88401985168457)
26.66132,80.55318,321.3,0.5,0.4,8.0,1.7,npp,2024-05-18,01:35:32,065055,VF375,UP,,,,3545540,,1,2024-05-18,POINT (80.55317687988281 26.66131973266602)
26.26682,80.63741,321.4,0.5,0.4,8.0,1.9,npp,2024-05-18,01:35:32,065055,VF375,UP,,,,3545545,,1,2024-05-18,POINT (80.63741302490234 26.26682090759277)
26.26305,80.63682,313.9,0.5,0.4,8.0,1.9,npp,2024-05-18,01:35:32,065055,VF375,UP,,,,3545546,,1,2024-05-18,POINT (80.63681793212891 26.2630500793457)
26.19983,79.21339,314.1,0.4,0.5,8.0,3.9,npp,2024-05-18,01:35:32,065055,VF375,UP,,,,3545558,,1,2024-05-18,POINT (79.21338653564453 26.1998291015625)
29.4178,76.95062,315.0,0.8,0.8,8.0,4.2,npp,2024-05-18,03:15:06,065056,VF375,HR,,,,3545647,,1,2024-05-18,POINT (76.95062255859375 29.41780090332031)
27.82196,73.22002,306.3,0.5,0.7,8.0,2.6,npp,2024-05-18,03:15:06,065056,VF375,RJ,,,,3545651,,1,2024-05-18,POINT (73.22001647949219 27.82196044921875)
29.90644,74.95041,302.6,0.6,0.7,8.0,1.1,npp,2024-05-18,03:15:06,065056,VF375,PB,,,,3545649,,1,2024-05-18,POINT (74.95040893554688 29.90644073486328)
27.82801,73.2221,314.1,0.5,0.7,8.0,2.4,npp,2024-05-18,03:15:06,065056,VF375,RJ,,,,3545650,,1,2024-05-18,POINT (73.22209930419922 27.82801055908203)
26.00007,79.79852,313.6,0.6,0.4,8.0,1.5,npp,2024-05-18,01:35:32,065055,VF375,UP,,,,3545560,,1,2024-05-18,POINT (79.79852294921875 26.00007057189941)
26.32003,79.20448,303.9,0.4,0.5,8.0,1.9,npp,2024-05-18,01:35:32,065055,VF375,UP,,,,3545550,,1,2024-05-18,POINT (79.20448303222656 26.32003021240234)
25.78999,80.64721,316.2,0.5,0.4,8.0,1.2,npp,2024-05-18,01:35:32,065055,VF375,UP,,,,3545564,,1,2024-05-18,POINT (80.64720916748047 25.78998947143555)
26.60802,83.66154,319.6,0.4,0.4,8.0,1.8,npp,2024-05-18,01:35:32,065055,VF375,UP,,,,3545536,,1,2024-05-18,POINT (83.66153717041016 26.6080207824707)
25.78965,80.64535,312.3,0.5,0.4,8.0,1.1,npp,2024-05-18,01:35:32,065055,VF375,UP,,,,3545565,,1,2024-05-18,POINT (80.64534759521484 25.78964996337891)
