lat,lon,brightness,scanpixel_,trackpixel,detection_,radiative_,sat,acqdate,acqtime,orbitno,sensor,state,district,village_na,coverage_f,id,cropmask,mailsent,mailsent_t,geometry
26.76141,83.19974,298.2,0.7,0.8,8.0,1.8,npp,2025-02-22,00:45:33,069027,VF375,UP,,,,3769806,,,,POINT (83.19973754882812 26.76140975952148)
29.12219,75.77957,301.7,0.4,0.4,8.0,0.8,npp,2025-02-22,02:25:50,069028,VF375,HR,,,,3770031,,,,POINT (75.77957153320312 29.12219047546387)
24.6601,74.63122,302.1,0.4,0.4,8.0,1.7,npp,2025-02-22,02:25:50,069028,VF375,RJ,,,,3770089,,,,POINT (74.63121795654297 24.66010093688965)
26.87963,73.51327,295.3,0.4,0.4,8.0,0.8,npp,2025-02-22,02:25:50,069028,VF375,RJ,,,,3770040,,,,POINT (73.51326751708984 26.87962913513184)
26.26484,74.19078,299.3,0.4,0.4,8.0,0.4,npp,2025-02-22,02:25:50,069028,VF375,RJ,,,,3770056,,,,POINT (74.19078063964844 26.26483917236328)
24.69092,74.68188,303.4,0.4,0.4,8.0,1.4,npp,2025-02-22,02:25:50,069028,VF375,RJ,,,,3770087,,,,POINT (74.68187713623047 24.69091987609863)
25.02889,73.7646,296.8,0.4,0.4,8.0,0.3,npp,2025-02-22,02:25:50,069028,VF375,RJ,,,,3770078,,,,POINT (73.76460266113281 25.02889060974121)
28.74468,76.92989,317.5,0.5,0.4,8.0,1.2,npp,2025-02-22,02:25:50,069028,VF375,HR,,,,3770033,,,,POINT (76.92989349365234 28.74468040466309)
28.33832,77.22038,309.3,0.5,0.4,8.0,0.9,npp,2025-02-22,02:25:50,069028,VF375,HR,,,,3770034,,,,POINT (77.22038269042969 28.33831977844238)
24.66283,74.6362,301.5,0.4,0.4,8.0,1.7,npp,2025-02-22,02:25:50,069028,VF375,RJ,,,,3770088,,,,POINT (74.63619995117188 24.6628303527832)
26.27161,74.19221,301.0,0.4,0.4,8.0,1.0,npp,2025-02-22,02:25:50,069028,VF375,RJ,,,,3770054,,,,POINT (74.19220733642578 26.27161026000977)
26.25676,74.09451,303.7,0.4,0.4,8.0,0.7,npp,2025-02-22,02:25:50,069028,VF375,RJ,,,,3770058,,,,POINT (74.09451293945312 26.25675964355469)
24.93519,74.63322,305.6,0.4,0.4,8.0,1.0,npp,2025-02-22,02:25:50,069028,VF375,RJ,,,,3770076,,,,POINT (74.63321685791016 24.93519020080566)
30.84898,75.94858,295.9,0.4,0.4,8.0,0.5,npp,2025-02-22,02:25:50,069028,VF375,PB,,,,3770026,,,,POINT (75.94857788085938 30.84897994995117)
27.66876,76.13641,299.2,0.5,0.4,8.0,1.2,npp,2025-02-22,02:25:50,069028,VF375,RJ,,,,3770036,,,,POINT (76.13641357421875 27.66876029968262)
25.02552,73.76392,296.2,0.4,0.4,8.0,0.5,npp,2025-02-22,02:25:50,069028,VF375,RJ,,,,3770079,,,,POINT (73.76392364501953 25.02552032470703)
23.52794,74.71627,303.9,0.4,0.4,8.0,0.7,npp,2025-02-22,02:25:50,069028,VF375,RJ,,,,3770128,,,,POINT (74.71627044677734 23.52794075012207)
24.76267,74.60719,308.9,0.4,0.4,8.0,1.4,npp,2025-02-22,02:25:50,069028,VF375,RJ,,,,3770081,,,,POINT (74.60719299316406 24.76267051696777)
28.77563,76.94759,300.8,0.5,0.4,8.0,0.7,npp,2025-02-22,02:25:50,069028,VF375,HR,,,,3770032,,,,POINT (76.94759368896484 28.77563095092773)
27.66604,76.13097,302.4,0.5,0.4,8.0,1.2,npp,2025-02-22,02:25:50,069028,VF375,RJ,,,,3770037,,,,POINT (76.13096618652344 27.66604042053223)
24.93172,74.63248,298.5,0.4,0.4,8.0,0.9,npp,2025-02-22,02:25:50,069028,VF375,RJ,,,,3770077,,,,POINT (74.63247680664062 24.93172073364258)
26.76022,83.20154,307.7,0.4,0.6,8.0,1.4,npp,2025-02-22,02:25:50,069028,VF375,UP,,,,3770035,,,,POINT (83.2015380859375 26.76021957397461)
26.64139,79.48255,304.3,0.5,0.5,8.0,0.8,npp,2025-02-22,02:25:50,069028,VF375,UP,,,,3770038,,,,POINT (79.48255157470703 26.64138984680176)
24.6022,73.81834,296.6,0.4,0.4,8.0,0.4,npp,2025-02-22,02:25:50,069028,VF375,RJ,,,,3770092,,,,POINT (73.81833648681641 24.60219955444336)
26.92699,73.46945,304.3,0.4,0.4,8.0,0.9,npp,2025-02-22,02:25:50,069028,VF375,RJ,,,,3770039,,,,POINT (73.46945190429688 26.9269905090332)
24.65848,73.87983,303.0,0.4,0.4,8.0,1.1,npp,2025-02-22,02:25:50,069028,VF375,RJ,,,,3770091,,,,POINT (73.87982940673828 24.65847969055176)
24.68974,73.0021,315.5,0.4,0.4,8.0,1.5,npp,2025-02-22,02:25:50,069028,VF375,RJ,,,,3770093,,,,POINT (73.00209808349609 24.68973922729492)
29.84746,75.74979,326.8,0.4,0.4,8.0,2.7,npp,2025-02-22,02:25:50,069028,VF375,PB,,,,3770027,,,,POINT (75.74978637695312 29.84745979309082)
29.12564,75.78037,297.3,0.4,0.4,8.0,0.5,npp,2025-02-22,02:25:50,069028,VF375,HR,,,,3770030,,,,POINT (75.78037261962891 29.12564086914062)
29.45637,76.86942,303.1,0.5,0.4,8.0,0.8,npp,2025-02-22,02:25:50,069028,VF375,HR,,,,3770029,,,,POINT (76.86942291259766 29.45636940002441)
24.45076,83.04176,299.9,0.4,0.6,8.0,0.9,npp,2025-02-22,02:25:50,069028,VF375,UP,,,,3770055,,,,POINT (83.04176330566406 24.45075988769531)
29.84822,75.74547,313.3,0.4,0.4,8.0,2.7,npp,2025-02-22,02:25:50,069028,VF375,PB,,,,3770028,1.0,,,POINT (75.74546813964844 29.84822082519531)
