lat,lon,brightness,scanpixel_,trackpixel,detection_,radiative_,sat,acqdate,acqtime,orbitno,sensor,state,district,village_na,coverage_f,id,cropmask,mailsent,mailsent_t,geometry
26.64256,79.47902,305.4,0.4,0.6,8.0,0.4,npp,2026-09-14,01:28:56,077101,VF375,UP,,,,4423147,,,,POINT (79.47901916503906 26.64255905151367)
27.76846,76.25879,343.4,0.4,0.6,8.0,4.4,npp,2026-09-14,03:07:48,077102,VF375,RJ,,,,4423228,,,,POINT (76.2587890625 27.76845932006836)
27.00297,70.8124,311.8,0.4,0.5,8.0,2.2,npp,2026-09-14,03:07:48,077102,VF375,RJ,,,,4423229,,,,POINT (70.81240081787109 27.00296974182129)
29.12322,75.77975,306.3,0.4,0.6,8.0,0.7,npp,2026-09-14,03:07:48,077102,VF375,HR,,,,4423227,,,,POINT (75.77974700927734 29.12322044372559)
28.37279,77.22706,311.4,0.5,0.7,8.0,1.5,npp,2026-09-14,01:28:56,077101,VF375,HR,,,,4423150,,,,POINT (77.22705841064453 28.37278938293457)
