lat,lon,brightness,scanpixel_,trackpixel,detection_,radiative_,sat,acqdate,acqtime,orbitno,sensor,state,district,village_na,coverage_f,id,cropmask,mailsent,mailsent_t,geometry
29.33489,76.59777,302.0,0.4,0.5,8.0,0.7,npp,2025-12-09,01:52:10,073142,VF375,HR,,,,4097515,1.0,1,2025-12-09,POINT (76.59777069091797 29.33489036560059)
26.75876,83.20452,301.6,0.4,0.4,8.0,1.0,npp,2025-12-09,01:52:10,073142,VF375,UP,,,,4097523,,1,2025-12-09,POINT (83.20452117919922 26.75876045227051)
28.43936,80.51765,303.2,0.4,0.4,8.0,1.0,npp,2025-12-09,01:52:10,073142,VF375,UP,,,,4097518,,1,2025-12-09,POINT (80.51764678955078 28.43935966491699)
26.75941,83.2006,308.5,0.4,0.4,8.0,1.5,npp,2025-12-09,01:52:10,073142,VF375,UP,,,,4097522,,1,2025-12-09,POINT (83.20059967041016 26.7594108581543)
26.6032,73.68272,296.1,0.6,0.5,8.0,1.3,npp,2025-12-09,01:52:10,073142,VF375,RJ,,,,4097531,,1,2025-12-09,POINT (73.68271636962891 26.60320091247559)
24.76196,74.60733,306.2,0.5,0.5,8.0,1.6,npp,2025-12-09,01:52:10,073142,VF375,RJ,,,,4097598,,1,2025-12-09,POINT (74.60733032226562 24.76195907592773)
26.07712,83.58923,296.5,0.4,0.4,8.0,0.3,npp,2025-12-09,01:52:10,073142,VF375,UP,,,,4097526,,1,2025-12-09,POINT (83.5892333984375 26.07711982727051)
26.64236,79.47753,306.2,0.4,0.4,8.0,1.0,npp,2025-12-09,01:52:10,073142,VF375,UP,,,,4097527,,1,2025-12-09,POINT (79.47753143310547 26.64236068725586)
25.31176,83.0135,300.2,0.4,0.4,8.0,0.8,npp,2025-12-09,01:52:10,073142,VF375,UP,,,,4097532,,1,2025-12-09,POINT (83.01349639892578 25.31175994873047)
29.05735,76.21801,311.3,0.4,0.5,8.0,0.9,npp,2025-12-09,01:52:10,073142,VF375,HR,,,,4097516,,1,2025-12-09,POINT (76.21800994873047 29.05735015869141)
28.81929,76.85373,300.5,0.4,0.5,8.0,0.4,npp,2025-12-09,01:52:10,073142,VF375,HR,,,,4097519,,1,2025-12-09,POINT (76.85372924804688 28.81929016113281)
25.56199,80.88224,307.4,0.4,0.4,8.0,0.7,npp,2025-12-09,01:52:10,073142,VF375,UP,,,,4097533,,1,2025-12-09,POINT (80.88224029541016 25.56199073791504)
25.05947,82.88079,298.4,0.4,0.4,8.0,0.6,npp,2025-12-09,01:52:10,073142,VF375,UP,,,,4097535,,1,2025-12-09,POINT (82.88079071044922 25.05946922302246)
29.33685,76.59563,301.3,0.4,0.5,8.0,0.8,npp,2025-12-09,01:52:10,073142,VF375,HR,,,,4097514,,1,2025-12-09,POINT (76.59562683105469 29.33684921264648)
29.0575,76.21569,306.5,0.4,0.5,8.0,1.0,npp,2025-12-09,01:52:10,073142,VF375,HR,,,,4097517,,1,2025-12-09,POINT (76.21569061279297 29.0575008392334)
28.35894,76.91938,307.1,0.6,0.4,8.0,1.4,npp,2025-12-09,01:52:10,073142,VF375,HR,,,,4097521,,1,2025-12-09,POINT (76.91938018798828 28.35894012451172)
27.56578,77.54137,296.3,0.5,0.4,8.0,0.6,npp,2025-12-09,01:52:10,073142,VF375,UP,,,,4097524,,1,2025-12-09,POINT (77.54136657714844 27.56578063964844)
26.25643,74.09438,295.4,0.5,0.5,8.0,0.8,npp,2025-12-09,01:52:10,073142,VF375,RJ,,,,4097534,,1,2025-12-09,POINT (74.09438323974609 26.25642967224121)
24.71592,75.95175,301.6,0.4,0.5,8.0,1.4,npp,2025-12-09,01:52:10,073142,VF375,RJ,,,,4097595,,1,2025-12-09,POINT (75.95175170898438 24.71591949462891)
24.71497,74.66896,297.6,0.5,0.5,8.0,0.7,npp,2025-12-09,01:52:10,073142,VF375,RJ,,,,4097599,,1,2025-12-09,POINT (74.66896057128906 24.71496963500977)
24.66106,74.63337,307.6,0.5,0.5,8.0,2.3,npp,2025-12-09,01:52:10,073142,VF375,RJ,,,,4097600,,1,2025-12-09,POINT (74.63336944580078 24.66106033325195)
26.44329,81.49532,308.3,0.4,0.4,8.0,1.2,npp,2025-12-09,01:52:10,073142,VF375,UP,,,,4097525,,1,2025-12-09,POINT (81.49532318115234 26.44329071044922)
28.7439,77.29395,296.3,0.6,0.4,8.0,0.6,npp,2025-12-09,01:52:10,073142,VF375,UP,,,,4097520,,1,2025-12-09,POINT (77.29395294189453 28.74390029907227)
25.21605,81.71163,295.5,0.4,0.4,8.0,0.5,npp,2025-12-09,01:52:10,073142,VF375,UP,,,,4097536,,1,2025-12-09,POINT (81.71163177490234 25.21604919433594)
25.39423,80.53635,295.7,0.4,0.4,8.0,0.4,npp,2025-12-09,01:52:10,073142,VF375,UP,,,,4097537,,1,2025-12-09,POINT (80.53634643554688 25.39422988891602)
24.66055,74.63802,298.5,0.5,0.5,8.0,1.2,npp,2025-12-09,01:52:10,073142,VF375,RJ,,,,4097601,,1,2025-12-09,POINT (74.63802337646484 24.66054916381836)
24.44742,83.04053,296.4,0.4,0.4,8.0,0.9,npp,2025-12-09,01:52:10,073142,VF375,UP,,,,4097542,,1,2025-12-09,POINT (83.04052734375 24.44742012023926)
