lat,lon,brightness,scanpixel_,trackpixel,detection_,radiative_,sat,acqdate,acqtime,orbitno,sensor,state,district,village_na,coverage_f,id,cropmask,mailsent,mailsent_t,geometry
25.94199,72.19065,297.1,0.4,0.4,8.0,1.0,npp,2026-08-10,02:23:49,076605,VF375,RJ,,,,4419753,,,,POINT (72.19065093994141 25.94198989868164)
28.37182,77.22694,305.2,0.4,0.4,8.0,1.0,npp,2026-08-10,02:23:49,076605,VF375,HR,,,,4419739,,,,POINT (77.22693634033203 28.3718204498291)
29.47554,76.85723,307.8,0.4,0.4,8.0,0.6,npp,2026-08-10,02:23:49,076605,VF375,HR,,,,4419738,,,,POINT (76.85723114013672 29.47554016113281)
