lat,lon,brightness,scanpixel_,trackpixel,detection_,radiative_,sat,acqdate,acqtime,orbitno,sensor,state,district,village_na,coverage_f,id,cropmask,mailsent,mailsent_t,geometry
29.444,77.971,321.4,3.9,1.8,81.0,116.6,mod,2025-02-14,13:43:42,021205,A,UP,,,,3756194,,,,POINT (77.97100067138672 29.44400024414062)
29.593,77.919,314.1,3.9,1.8,74.0,73.1,mod,2025-02-14,13:43:42,021205,A,UP,,,,3756195,,,,POINT (77.91899871826172 29.5930004119873)
25.957,84.257,310.6,1.7,1.3,63.0,15.6,mod,2025-02-14,13:43:42,021205,A,UP,,,,3755842,,,,POINT (84.25700378417969 25.95700073242188)
29.6,77.909,317.7,3.9,1.8,78.0,91.6,mod,2025-02-14,13:43:42,021205,A,UP,,,,3756196,,,,POINT (77.90899658203125 29.60000038146973)
26.378,83.181,316.5,2.0,1.4,75.0,32.1,mod,2025-02-14,13:43:42,021205,A,UP,,,,3755846,,,,POINT (83.18099975585938 26.37800025939941)
29.453,78.008,307.4,3.9,1.8,50.0,32.3,mod,2025-02-14,13:43:42,021205,A,UP,,,,3756193,,,,POINT (78.00800323486328 29.45299911499023)
29.436,77.98,324.9,3.9,1.8,83.0,145.0,mod,2025-02-14,13:43:42,021205,A,UP,,,,3756192,,,,POINT (77.98000335693359 29.43600082397461)
26.154,81.369,306.0,2.8,1.6,56.0,18.7,mod,2025-02-14,13:43:42,021205,A,UP,,,,3755836,,,,POINT (81.36900329589844 26.15399932861328)
26.375,83.162,308.7,2.0,1.4,52.0,15.3,mod,2025-02-14,13:43:42,021205,A,UP,,,,3755835,,,,POINT (83.16200256347656 26.375)
26.26823,74.19014,306.0,0.4,0.6,8.0,2.4,npp,2025-02-14,01:35:56,068914,VF375,RJ,,,,3754285,,,,POINT (74.19013977050781 26.26823043823242)
25.95676,84.24638,336.0,0.5,0.4,8.0,8.3,npp,2025-02-14,12:45:55,068921,VF375,UP,,,,3755735,,,,POINT (84.24638366699219 25.95676040649414)
26.13827,80.90581,328.4,0.5,0.5,8.0,2.0,npp,2025-02-14,12:45:55,068921,VF375,UP,,,,3755762,,,,POINT (80.90580749511719 26.13826942443848)
27.13676,81.65022,327.5,0.4,0.5,8.0,2.0,npp,2025-02-14,12:45:55,068921,VF375,UP,,,,3755782,,,,POINT (81.65022277832031 27.13676071166992)
28.78671,80.17107,332.3,0.4,0.5,8.0,4.4,npp,2025-02-14,12:45:55,068921,VF375,UP,,,,3755800,,,,POINT (80.17106628417969 28.78671073913574)
