lat,lon,brightness,scanpixel_,trackpixel,detection_,radiative_,sat,acqdate,acqtime,orbitno,sensor,state,district,village_na,coverage_f,id,cropmask,mailsent,mailsent_t,geometry
29.909,74.953,310.8,1.0,1.0,73.0,8.0,mod,2024-05-21,03:03:14,017273,A,PB,,,,3551189,,1,2024-05-21,POINT (74.9530029296875 29.90900039672852)
25.50228,76.49476,318.3,0.4,0.4,8.0,1.1,npp,2024-05-21,02:19:03,065098,VF375,RJ,,,,3551048,,1,2024-05-21,POINT (76.49475860595703 25.50227928161621)
29.64463,73.63755,308.6,0.4,0.4,8.0,1.3,npp,2024-05-21,02:19:03,065098,VF375,RJ,,,,3551084,,1,2024-05-21,POINT (73.63755035400391 29.64463043212891)
24.97908,76.06367,308.3,0.4,0.4,8.0,0.6,npp,2024-05-21,02:19:03,065098,VF375,RJ,,,,3551130,,1,2024-05-21,POINT (76.06366729736328 24.97908020019531)
26.29631,74.12444,312.2,0.4,0.4,8.0,1.3,npp,2024-05-21,02:19:03,065098,VF375,RJ,,,,3551046,,1,2024-05-21,POINT (74.12444305419922 26.29631042480469)
24.90424,76.18318,307.8,0.4,0.4,8.0,0.4,npp,2024-05-21,02:19:03,065098,VF375,RJ,,,,3551133,,1,2024-05-21,POINT (76.18318176269531 24.90423965454102)
24.07585,74.24578,315.0,0.4,0.4,8.0,1.1,npp,2024-05-21,02:19:03,065098,VF375,RJ,,,,3551051,,1,2024-05-21,POINT (74.24578094482422 24.07584953308105)
29.90874,74.94829,334.1,0.4,0.4,8.0,4.3,npp,2024-05-21,02:19:03,065098,VF375,PB,,,,3551082,,1,2024-05-21,POINT (74.94828796386719 29.90873908996582)
27.82376,73.223,322.2,0.4,0.4,8.0,3.6,npp,2024-05-21,02:19:03,065098,VF375,RJ,,,,3551089,,1,2024-05-21,POINT (73.22299957275391 27.82375907897949)
27.45934,70.59196,326.5,0.5,0.4,8.0,2.8,npp,2024-05-21,02:19:03,065098,VF375,RJ,,,,3551101,,1,2024-05-21,POINT (70.59195709228516 27.4593391418457)
25.51295,74.58379,310.5,0.4,0.4,8.0,0.7,npp,2024-05-21,02:19:03,065098,VF375,RJ,,,,3551122,,1,2024-05-21,POINT (74.58379364013672 25.5129508972168)
25.28568,75.84798,316.4,0.4,0.4,8.0,5.7,npp,2024-05-21,02:19:03,065098,VF375,RJ,,,,3551123,,1,2024-05-21,POINT (75.84797668457031 25.28568077087402)
23.42695,73.83714,309.0,0.4,0.4,8.0,0.6,npp,2024-05-21,02:19:03,065098,VF375,RJ,,,,3551152,,1,2024-05-21,POINT (73.83714294433594 23.42695045471191)
25.50963,74.58312,304.6,0.4,0.4,8.0,0.3,npp,2024-05-21,02:19:03,065098,VF375,RJ,,,,3551049,,1,2024-05-21,POINT (74.58312225341797 25.50963020324707)
25.43763,83.4688,367.0,0.3,0.6,9.0,5.6,npp,2024-05-21,02:19:03,065098,VF375,UP,,,,3551096,,1,2024-05-21,POINT (83.46880340576172 25.43762969970703)
24.3034,74.37148,313.4,0.4,0.4,8.0,4.1,npp,2024-05-21,02:19:03,065098,VF375,RJ,,,,3551138,,1,2024-05-21,POINT (74.37148284912109 24.30340003967285)
