lat,lon,brightness,scanpixel_,trackpixel,detection_,radiative_,sat,acqdate,acqtime,orbitno,sensor,state,district,village_na,coverage_f,id,cropmask,mailsent,mailsent_t,geometry
29.47455,76.8581,299.2,0.5,0.4,8.0,0.8,npp,2024-12-04,02:24:40,067893,VF375,HR,,,,3651739,,,,POINT (76.85810089111328 29.47455024719238)
29.09531,76.99799,298.4,0.5,0.4,8.0,0.6,npp,2024-12-04,02:24:40,067893,VF375,HR,,,,3651744,,,,POINT (76.99799346923828 29.09531021118164)
28.46115,79.48807,300.8,0.4,0.5,8.0,0.7,npp,2024-12-04,02:24:40,067893,VF375,UP,,,,3651746,,,,POINT (79.48806762695312 28.46114921569824)
28.46206,79.48372,296.9,0.4,0.5,8.0,0.9,npp,2024-12-04,02:24:40,067893,VF375,UP,,,,3651745,,,,POINT (79.48371887207031 28.46206092834473)
28.27531,77.27384,300.3,0.5,0.4,8.0,1.1,npp,2024-12-04,02:24:40,067893,VF375,HR,,,,3651751,,,,POINT (77.27384185791016 28.27531051635742)
26.87371,73.51605,305.3,0.4,0.4,8.0,0.8,npp,2024-12-04,02:24:40,067893,VF375,RJ,,,,3651763,,,,POINT (73.51605224609375 26.87371063232422)
24.93416,74.6353,308.8,0.4,0.4,8.0,1.7,npp,2024-12-04,02:24:40,067893,VF375,RJ,,,,3651810,,,,POINT (74.63529968261719 24.93416023254395)
30.88397,75.99497,295.2,0.4,0.4,8.0,0.7,npp,2024-12-04,02:24:40,067893,VF375,PB,,,,3651734,,,,POINT (75.99497222900391 30.88397026062012)
26.88098,73.51351,299.1,0.4,0.4,8.0,0.5,npp,2024-12-04,02:24:40,067893,VF375,RJ,,,,3651761,,,,POINT (73.51351165771484 26.88097953796387)
28.82378,76.9586,301.3,0.5,0.4,8.0,0.7,npp,2024-12-04,02:24:40,067893,VF375,HR,,,,3651747,,,,POINT (76.95860290527344 28.82378005981445)
27.96937,79.91796,308.9,0.5,0.5,8.0,1.9,npp,2024-12-04,02:24:40,067893,VF375,UP,,,,3651748,,,,POINT (79.91796112060547 27.96936988830566)
26.75849,83.20215,302.4,0.4,0.6,8.0,1.2,npp,2024-12-04,02:24:40,067893,VF375,UP,,,,3651752,,,,POINT (83.2021484375 26.75848960876465)
26.87703,73.51673,299.7,0.4,0.4,8.0,0.8,npp,2024-12-04,02:24:40,067893,VF375,RJ,,,,3651762,,,,POINT (73.51673126220703 26.87702941894531)
26.25766,74.09801,299.3,0.4,0.4,8.0,0.3,npp,2024-12-04,02:24:40,067893,VF375,RJ,,,,3651787,,,,POINT (74.09800720214844 26.25765991210938)
26.60456,73.68452,307.7,0.4,0.4,8.0,1.0,npp,2024-12-04,02:24:40,067893,VF375,RJ,,,,3651765,,,,POINT (73.68451690673828 26.60456085205078)
24.6575,73.87606,298.4,0.4,0.4,8.0,0.6,npp,2024-12-04,02:24:40,067893,VF375,RJ,,,,3651819,,,,POINT (73.87606048583984 24.65749931335449)
24.65682,73.88004,298.3,0.4,0.4,8.0,0.6,npp,2024-12-04,02:24:40,067893,VF375,RJ,,,,3651820,,,,POINT (73.88004302978516 24.65682029724121)
30.74999,76.62357,298.2,0.4,0.4,8.0,0.3,npp,2024-12-04,02:24:40,067893,VF375,PB,,,,3651735,,,,POINT (76.62357330322266 30.74999046325684)
24.82012,73.09532,309.9,0.4,0.4,8.0,1.4,npp,2024-12-04,02:24:40,067893,VF375,RJ,,,,3651818,,,,POINT (73.09532165527344 24.82011985778809)
26.92479,73.46904,299.2,0.4,0.4,8.0,0.6,npp,2024-12-04,02:24:40,067893,VF375,RJ,,,,3651760,,,,POINT (73.46903991699219 26.92478942871094)
24.71398,74.67007,299.4,0.4,0.4,8.0,0.9,npp,2024-12-04,02:24:40,067893,VF375,RJ,,,,3651812,,,,POINT (74.67006683349609 24.71397972106934)
